order_id,sales,profit,quantity,category,sub_category,Cost,Total_Cost,Total_profit,order_date,customer_name,city,country,region,segment,ship_date,ship_mode,lon,lat
AZ-2014-4015519,529,6,5,Technology,Copiers,523,523,30,2/3/2014,Carl Proctor,Lanester,France,Central,Consumer,2/9/2014,Economy,-3.347354,47.763494
AZ-2013-4231059,32,11,2,Office Supplies,Supplies,21,21,22,9/9/2013,Bryce Efird,Munich,Germany,Central,Corporate,9/11/2013,Priority,11.5819806,48.1351253
AZ-2011-8727445,116,24,9,Office Supplies,Labels,92,92,216,7/8/2011,Mia McLean,Hamburg,Germany,Central,Corporate,7/14/2011,Economy,9.993681800000001,53.5510846
BN-2014-291873,263,-31,9,Technology,Machines,294,294,-279,3/6/2014,Rebecca Heysen,Palermo,Italy,South,Corporate,3/8/2014,Priority,13.361267100000001,38.1156879
AZ-2012-1214247,42,7,2,Office Supplies,Paper,35,35,14,9/27/2012,Faith Chambers,Chester,United Kingdom,North,Consumer,9/29/2012,Priority,-2.893075,53.193392
AZ-2013-7095053,55,15,2,Office Supplies,Binders,40,40,30,3/13/2013,Nancy Fike,Wolverhampton,United Kingdom,North,Consumer,3/15/2013,Priority,-2.12882,52.586973
AZ-2011-9357982,32,9,2,Office Supplies,Fasteners,23,23,18,8/16/2011,Rory Gunson,Cologne,Germany,Central,Consumer,8/20/2011,Economy,6.9602786,50.937531
AZ-2014-175651,302,9,1,Technology,Machines,293,293,9,4/16/2014,Rory Jess,Preston,United Kingdom,North,Home Office,4/21/2014,Economy,-2.70309,53.763201
AZ-2014-6752912,169,55,4,Office Supplies,Storage,114,114,220,12/29/2014,Lauren Saunders,Oyonnax,France,Central,Consumer,12/31/2014,Economy Plus,5.655335,46.257773
BN-2012-9976090,73,-51,2,Technology,Phones,124,124,-102,6/15/2012,Viola Watson,Birmingham,United Kingdom,North,Consumer,6/19/2012,Economy,-1.8904009999999998,52.486243
AZ-2013-7453439,41,20,3,Office Supplies,Fasteners,21,21,60,12/4/2013,Poppy Gunn,Vienna,Austria,Central,Consumer,12/9/2013,Economy,16.3738189,48.208174299999996
AZ-2013-2972067,83,7,3,Office Supplies,Art,76,76,21,8/23/2013,Claire Harrington,Pistoia,Italy,South,Home Office,8/29/2013,Economy,10.9078587,43.930347499999996
AZ-2011-2986519,964,231,5,Technology,Copiers,733,733,1155,11/24/2011,Kerry Dorsey,Vienna,Austria,Central,Consumer,11/26/2011,Priority,16.3738189,48.208174299999996
AZ-2012-3048240,415,66,5,Technology,Accessories,349,349,330,4/23/2012,Gemma Curlewis,Vienna,Austria,Central,Corporate,4/27/2012,Economy,16.3738189,48.208174299999996
AZ-2014-688313,41,19,2,Office Supplies,Paper,22,22,38,12/2/2014,Edward Davidson,Torre del Greco,Italy,South,Home Office,12/8/2014,Economy,14.367460999999999,40.7894429
AZ-2014-8796314,61,11,3,Office Supplies,Envelopes,50,50,33,3/5/2014,Alana Zahel,Paris,France,Central,Consumer,3/5/2014,Immediate,2.3522218999999995,48.856614
AZ-2014-8465996,202,89,9,Office Supplies,Paper,113,113,801,11/7/2014,Dylan Dry,Novara,Italy,South,Consumer,11/11/2014,Economy,8.622161199999999,45.44693
AZ-2012-4475228,201,98,4,Furniture,Furnishings,103,103,392,12/4/2012,Leo Bannister,Barcelona,Spain,South,Home Office,12/10/2012,Economy,2.1734035,41.3850639
BN-2012-6527572,157,-204,3,Furniture,Chairs,361,361,-612,3/14/2012,Michael Watkins,Gallarate,Italy,South,Home Office,3/15/2012,Priority,8.7921269,45.6623632
AZ-2011-1754604,67,28,3,Office Supplies,Supplies,39,39,84,10/31/2011,Zachary Warner,Berlin,Germany,Central,Consumer,11/6/2011,Economy,13.404954,52.5200066
AZ-2014-6626996,774,170,3,Technology,Accessories,604,604,510,5/31/2014,Theresa Varner,Gloucester,United Kingdom,North,Corporate,6/3/2014,Economy Plus,-2.238156,51.864244899999996
AZ-2014-2071548,171,20,4,Office Supplies,Appliances,151,151,80,7/14/2014,Charlie Donnelly,Madrid,Spain,South,Consumer,7/16/2014,Priority,-3.7037902000000003,40.4167754
AZ-2012-5677067,90,21,3,Office Supplies,Art,69,69,63,12/6/2012,Angus Blacklock,Antony,France,Central,Home Office,12/10/2012,Economy,2.302553,48.759254999999996
AZ-2014-3637939,189,60,4,Office Supplies,Art,57,129,240,11/7/2014,Louis Dominguez,Berlin,Germany,Central,Corporate,11/11/2014,Economy,13.404954,52.5200066
AZ-2011-269617,41,12,3,Office Supplies,Binders,29,29,36,10/14/2011,Lisa Watkins,Aachen,Germany,Central,Consumer,10/19/2011,Economy,6.083886799999999,50.7753455
AZ-2012-9667148,88,4,3,Office Supplies,Art,84,84,12,8/29/2012,Eva Sanderson,Capua,Italy,South,Consumer,9/3/2012,Economy,14.2130486,41.106125799999994
BN-2011-5873722,98,-86,3,Technology,Phones,184,184,-258,11/29/2011,Hershel Snyder,Stockholm,Sweden,North,Corporate,12/5/2011,Economy,18.068580800000003,59.3293235
AZ-2011-6288321,11,5,1,Office Supplies,Fasteners,6,6,5,8/5/2011,Eden Kern,Cologne,Germany,Central,Consumer,8/8/2011,Priority,6.9602786,50.937531
AZ-2014-3985814,1072,311,4,Technology,Machines,761,761,1244,2/17/2014,Peggy Hua,Frankfurt,Germany,Central,Corporate,2/19/2014,Priority,8.6821267,50.1109221
AZ-2012-4141307,232,35,5,Technology,Accessories,197,197,175,9/6/2012,Mohammed Arnold,Paris,France,Central,Consumer,9/11/2012,Economy,2.3522218999999995,48.856614
AZ-2013-8046606,214,30,3,Technology,Accessories,184,184,90,9/16/2013,Joel Peters,Villemomble,France,Central,Home Office,9/21/2013,Economy,2.5050689999999998,48.886727
BN-2013-2735217,1291,-40,4,Furniture,Tables,1331,1331,-160,11/15/2013,Madelyn Anderson,Frontignan,France,Central,Corporate,11/19/2013,Economy,3.7559989999999996,43.444815000000006
BN-2011-5443120,17,-5,2,Office Supplies,Envelopes,22,22,-10,4/9/2011,Kaitlyn Dorsch,Coimbra,Portugal,South,Corporate,4/11/2011,Economy Plus,-8.4102573,40.203314500000005
AZ-2014-6494772,47,20,7,Office Supplies,Binders,27,27,140,10/16/2014,Kian Sykes,Carpentras,France,Central,Consumer,10/17/2014,Priority,5.048722,44.055563899999996
BN-2013-5107486,228,-114,3,Technology,Phones,342,342,-342,4/23/2013,Britney Basaldua,The Hague,Netherlands,Central,Corporate,4/30/2013,Economy,4.300699900000001,52.07049779999999
AZ-2012-2970891,1345,329,3,Office Supplies,Appliances,1016,1016,987,8/14/2012,Kai Bolden,Paris,France,Central,Consumer,8/18/2012,Economy,2.3522218999999995,48.856614
AZ-2013-2526896,3422,1061,9,Technology,Copiers,2361,2361,9549,6/24/2013,Abby Mei,Lucerne,Switzerland,Central,Corporate,7/1/2013,Economy,8.3093072,47.0501682
AZ-2011-8369879,51,-1,5,Office Supplies,Storage,52,52,-5,3/30/2011,Alexis Code,Troisdorf,Germany,Central,Corporate,4/3/2011,Economy,7.1430245999999995,50.817747100000005
BN-2014-1557149,60,-12,4,Office Supplies,Binders,72,72,-48,8/5/2014,Minnie Cash,Stockholm,Sweden,North,Corporate,8/10/2014,Economy,18.068580800000003,59.3293235
BN-2014-8354693,245,-78,2,Technology,Copiers,323,323,-156,11/19/2014,Jason Calhoun,Hilversum,Netherlands,Central,Consumer,11/25/2014,Economy,5.1668974,52.2291696
AZ-2014-4257204,158,65,5,Office Supplies,Binders,93,93,325,7/28/2014,Millie Arnold,Glasgow,United Kingdom,North,Consumer,7/31/2014,Economy Plus,-4.251806,55.864237
AZ-2014-8469117,40,13,3,Office Supplies,Paper,27,27,39,9/6/2014,Michael Watkins,Trento,Italy,South,Home Office,9/6/2014,Immediate,11.121748599999998,46.074779299999996
BN-2014-504974,98,-45,2,Furniture,Chairs,143,143,-90,11/13/2014,Britney Basaldua,Copenhagen,Denmark,North,Corporate,11/15/2014,Economy Plus,12.568337099999999,55.676096799999996
AZ-2012-8935419,24,3,3,Office Supplies,Labels,21,21,9,6/19/2012,Rachel Goddard,Vienna,Austria,Central,Consumer,6/24/2012,Economy,16.3738189,48.208174299999996
BN-2012-8662125,245,88,5,Office Supplies,Binders,157,157,440,8/14/2012,Craig Rayner,Winterthur,Switzerland,Central,Consumer,8/18/2012,Economy,8.7236889,47.4988196
AZ-2011-1680940,270,75,3,Furniture,Chairs,195,195,225,8/1/2011,Leslie Wilson,Champigny-sur-Marne,France,Central,Consumer,8/8/2011,Economy,2.515556,48.817049
AZ-2014-3666609,164,57,2,Office Supplies,Appliances,107,107,114,3/4/2014,Eloise Mahmood,Trieste,Italy,South,Corporate,3/6/2014,Economy Plus,13.7768182,45.6495264
AZ-2014-7895228,260,68,2,Technology,Copiers,192,192,136,1/15/2014,Luca Graham,Hamburg,Germany,Central,Consumer,1/21/2014,Economy,9.993681800000001,53.5510846
BN-2013-3010775,32,-31,5,Office Supplies,Fasteners,63,63,-155,9/20/2013,Robert Barnes,Toulouse,France,Central,Consumer,9/23/2013,Priority,1.444209,43.604652
AZ-2011-3096034,91,35,2,Technology,Accessories,56,56,70,12/19/2011,Katie Thom,Mijas,Spain,South,Corporate,12/23/2011,Economy,-4.6323067,36.5967755
AZ-2013-4821824,17,8,2,Office Supplies,Labels,9,9,16,3/4/2013,Jasmine Slater,Essen,Germany,Central,Corporate,3/6/2013,Economy Plus,7.011555199999999,51.455643200000004
BN-2012-4774400,103,-6,2,Furniture,Chairs,109,109,-12,11/21/2012,Noah Chamberlain,Trier,Germany,Central,Consumer,11/25/2012,Economy,6.637143300000001,49.749992
BN-2014-2791040,765,-153,2,Technology,Phones,918,918,-306,8/22/2014,Jason Martinez,Perugia,Italy,South,Corporate,8/24/2014,Economy Plus,12.390827900000001,43.11071679999999
BN-2012-5238794,207,-120,3,Technology,Phones,327,327,-360,3/15/2012,Bettie Lang,Tilburg,Netherlands,Central,Consumer,3/19/2012,Economy,5.0919143,51.560596000000004
AZ-2011-8128467,736,90,6,Office Supplies,Storage,646,646,540,12/15/2011,Thomas Stephens,Marly-le-Roi,France,Central,Corporate,12/20/2011,Economy,2.097727,48.868389
AZ-2014-7615629,161,-229,8,Furniture,Furnishings,390,390,-1832,2/10/2014,Tyson Brookman,Kalundborg,Denmark,North,Consumer,2/13/2014,Priority,11.089188,55.686429000000004
AZ-2014-7187125,527,26,3,Technology,Machines,501,501,78,12/2/2014,Juan Smith,Essen,Germany,Central,Consumer,12/9/2014,Economy,7.011555199999999,51.455643200000004
AZ-2014-1412225,289,75,5,Office Supplies,Storage,214,214,375,12/31/2014,Leon Barnes,Worcester,United Kingdom,North,Consumer,1/1/2015,Priority,-2.221575,52.193636
AZ-2013-997141,112,40,4,Office Supplies,Paper,72,72,160,2/25/2013,Harrison Crawford,Maidenhead,United Kingdom,North,Home Office,2/28/2013,Economy Plus,-0.7219,51.522414000000005
AZ-2013-8958085,89,5,4,Office Supplies,Supplies,84,84,20,7/12/2013,Natasha Heane,Rome,Italy,South,Home Office,7/16/2013,Economy,12.4963655,41.902783500000005
BN-2011-6162681,2229,-754,7,Furniture,Tables,2983,2983,-5278,5/30/2011,Angus Ibsch,Talence,France,Central,Consumer,6/2/2011,Priority,-0.588054,44.802614
AZ-2013-7897530,1524,-51,8,Office Supplies,Storage,1575,1575,-408,1/4/2013,Tara Hines,Lyon,France,Central,Consumer,1/8/2013,Economy,4.835659,45.764043
AZ-2013-7597474,18,7,2,Office Supplies,Fasteners,11,11,14,11/14/2013,Freddie Kaur,Hamburg,Germany,Central,Consumer,11/19/2013,Economy,9.993681800000001,53.5510846
AZ-2012-6068382,612,159,3,Office Supplies,Storage,453,453,477,1/13/2012,Leslie Wilson,Peterborough,United Kingdom,North,Consumer,1/17/2012,Economy Plus,-0.2405299,52.5694985
BN-2011-602308,46,-38,11,Office Supplies,Envelopes,84,84,-418,5/27/2011,Mariam McMeckan,Stockholm,Sweden,North,Corporate,5/30/2011,Priority,18.068580800000003,59.3293235
AZ-2013-8218770,55,4,2,Office Supplies,Art,51,51,8,9/26/2013,Lilly Akhtar,Edinburgh,United Kingdom,North,Home Office,10/1/2013,Economy,-3.1882669999999997,55.953252
AZ-2011-1406494,39,8,3,Office Supplies,Labels,31,31,24,12/26/2011,Donna Farr,Oslo,Norway,North,Consumer,12/30/2011,Economy,10.7522454,59.913868799999996
BN-2012-5238794,86,-63,9,Office Supplies,Paper,63,149,-567,3/15/2012,Bettie Lang,Tilburg,Netherlands,Central,Consumer,3/19/2012,Economy,5.0919143,51.560596000000004
BN-2012-3059145,92,-1,4,Office Supplies,Supplies,93,93,-4,8/16/2012,Archie Springfield,Berlin,Germany,Central,Home Office,8/22/2012,Economy,13.404954,52.5200066
BN-2011-2113749,221,-221,3,Technology,Copiers,442,442,-663,8/30/2011,Elise Ali,Dublin,Ireland,North,Home Office,9/6/2011,Economy,-6.2603097000000005,53.34980529999999
AZ-2011-3485437,21,5,2,Office Supplies,Binders,16,16,10,12/27/2011,Lillian Davis,Hamburg,Germany,Central,Consumer,12/29/2011,Priority,9.993681800000001,53.5510846
AZ-2014-9673217,1298,65,9,Technology,Copiers,1233,1233,585,9/2/2014,Jammie Gibbs,Valencia,Spain,South,Consumer,9/6/2014,Economy,-0.37628809999999996,39.4699075
AZ-2013-8622120,21,4,2,Office Supplies,Labels,17,17,8,12/10/2013,Rachel Morton,Saint-Michel-sur-Orge,France,Central,Corporate,12/15/2013,Economy,2.312884,48.63264
AZ-2014-9794319,60,21,4,Office Supplies,Art,39,39,84,6/18/2014,Angus Reading,West Bromwich,United Kingdom,North,Corporate,6/24/2014,Economy,-1.995159,52.517664
AZ-2013-9718437,1488,132,4,Furniture,Bookcases,1356,1356,528,5/25/2013,Victoria Bell,Bagneux,France,Central,Home Office,5/31/2013,Economy,2.31002,48.796696000000004
BN-2014-2450854,59,-46,7,Office Supplies,Paper,105,105,-322,5/9/2014,Tahlia Coughlan,Stockholm,Sweden,North,Corporate,5/14/2014,Economy,18.068580800000003,59.3293235
AZ-2013-1703913,34,14,6,Office Supplies,Binders,20,20,84,12/14/2013,Maya Summers,Leeds,United Kingdom,North,Home Office,12/16/2013,Economy Plus,-1.5490774,53.8007554
AZ-2014-6246493,34,3,3,Office Supplies,Storage,31,31,9,7/4/2014,Eden Kern,Catania,Italy,South,Consumer,7/9/2014,Economy,15.0830304,37.5078772
AZ-2013-9827479,105,19,2,Office Supplies,Paper,86,86,38,6/13/2013,Dylan O'Halloran,Antwerp,Belgium,Central,Home Office,6/15/2013,Priority,4.402464299999999,51.2194475
BN-2011-7087921,91,-62,6,Office Supplies,Art,153,153,-372,2/3/2011,Max Ludwig,Uppsala,Sweden,North,Home Office,2/5/2011,Economy Plus,17.6389267,59.85856379999999
AZ-2014-5058573,413,-46,1,Furniture,Chairs,459,459,-46,9/18/2014,Gemma Curlewis,Saint-Laurent-du-Var,France,Central,Corporate,9/18/2014,Immediate,7.189811,43.673417
AZ-2012-6682844,135,43,3,Office Supplies,Paper,92,92,129,6/15/2012,Maddison Newman,Aprilia,Italy,South,Corporate,6/21/2012,Economy,12.6560314,41.5944018
AZ-2011-5511380,125,0,3,Technology,Accessories,125,125,0,11/1/2011,Holly Doyle,Magdeburg,Germany,Central,Consumer,11/5/2011,Economy,11.6276237,52.1205333
AZ-2011-1499597,176,39,4,Office Supplies,Supplies,137,137,156,8/10/2011,Eloise Mahmood,Trento,Italy,South,Corporate,8/12/2011,Economy Plus,11.121748599999998,46.074779299999996
AZ-2011-816625,85,14,2,Furniture,Furnishings,71,71,28,11/8/2011,Alexandra Macdonald,Pforzheim,Germany,Central,Corporate,11/8/2011,Immediate,8.6946286,48.892186200000005
BN-2014-2531975,85,-9,4,Office Supplies,Storage,94,94,-36,3/19/2014,Samantha Reynell,Badalona,Spain,South,Home Office,3/25/2014,Economy,2.2450325,41.446988299999994
BN-2014-5562074,275,-275,4,Office Supplies,Storage,550,550,-1100,11/17/2014,Kimberly Jones,Braga,Portugal,South,Corporate,11/21/2014,Economy,-8.426507,41.5454486
AZ-2014-9252618,994,99,8,Office Supplies,Storage,599,895,792,7/16/2014,John Kemp,Genk,Belgium,Central,Home Office,7/20/2014,Economy Plus,5.5021,50.96613
AZ-2014-9491986,237,47,9,Office Supplies,Paper,190,190,423,12/28/2014,Audrey Knowles,Wolverhampton,United Kingdom,North,Consumer,12/31/2014,Priority,-2.12882,52.586973
AZ-2011-209146,152,49,3,Office Supplies,Art,103,103,147,6/22/2011,Charlie Horrocks,Messina,Italy,South,Consumer,6/27/2011,Economy,15.5540152,38.19381370000001
AZ-2013-3983168,214,-148,11,Office Supplies,Binders,115,362,-1628,6/12/2013,Corey Browne,Utrecht,Netherlands,Central,Consumer,6/15/2013,Priority,5.121420099999999,52.0907374
AZ-2013-2506599,92,-28,3,Office Supplies,Appliances,120,120,-84,8/16/2013,Isabelle Gould,Frederiksberg,Denmark,North,Consumer,8/20/2013,Economy Plus,12.513321000000001,55.677068999999996
AZ-2014-4015519,429,10,4,Technology,Phones,419,419,40,2/3/2014,Carl Proctor,Lanester,France,Central,Consumer,2/9/2014,Economy,-3.347354,47.763494
AZ-2011-6223481,199,56,4,Office Supplies,Binders,143,143,224,11/10/2011,Lucas Warren,Bochum,Germany,Central,Consumer,11/13/2011,Economy Plus,7.216236299999999,51.4818445
BN-2014-6860245,32,-22,5,Office Supplies,Storage,54,54,-110,10/20/2014,Will Poynton,Palermo,Italy,South,Consumer,10/27/2014,Economy,13.361267100000001,38.1156879
BN-2013-1505908,143,-26,5,Technology,Accessories,169,169,-130,11/8/2013,Mohammed Fox,Delft,Netherlands,Central,Consumer,11/12/2013,Economy,4.3570677,52.011576899999994
AZ-2012-4458558,32,8,3,Office Supplies,Binders,24,24,24,1/25/2012,Zara Money,Ferrara,Italy,South,Corporate,1/28/2012,Priority,11.619786999999999,44.838123700000004
BN-2014-5088203,10,-8,2,Office Supplies,Labels,18,18,-16,7/10/2014,Jodie Mellor,The Hague,Netherlands,Central,Consumer,7/13/2014,Priority,4.300699900000001,52.07049779999999
AZ-2014-6301419,17,8,2,Office Supplies,Labels,9,9,16,4/26/2014,Jasmine Hanson,Marseille,France,Central,Consumer,4/30/2014,Economy,5.36978,43.296482
AZ-2012-2675559,71,25,3,Office Supplies,Storage,46,46,75,5/9/2012,Kristen Holland,La Teste-de-Buch,France,Central,Consumer,5/13/2012,Economy,-1.148224,44.631077000000005
AZ-2013-360970,70,22,8,Office Supplies,Labels,48,48,176,6/11/2013,Dylan O'Halloran,Seville,Spain,South,Home Office,6/13/2013,Priority,-5.984458900000001,37.3890924
AZ-2014-8059227,116,22,1,Technology,Accessories,94,94,22,12/3/2014,Alta Nokes,Cologne,Germany,Central,Home Office,12/7/2014,Economy,6.9602786,50.937531
BN-2014-1493038,239,-162,5,Furniture,Chairs,401,401,-810,3/12/2014,Harrison Cooke,Galway,Ireland,North,Consumer,3/14/2014,Priority,-9.0567905,53.27066800000001
BN-2014-3198729,77,-43,8,Office Supplies,Art,120,120,-344,11/17/2014,Sebastian Barber,Nijmegen,Netherlands,Central,Home Office,11/22/2014,Economy Plus,5.8372264000000005,51.8125626
AZ-2012-4697913,56,14,4,Office Supplies,Binders,8,42,56,12/1/2012,Lauren Saunders,Saint-Malo,France,Central,Consumer,12/7/2012,Economy,-2.025674,48.649337
AZ-2011-1584049,336,114,2,Technology,Copiers,222,222,228,6/8/2011,Georgina Garner,Ceuta,Spain,South,Consumer,6/13/2011,Economy,-5.3213455000000005,35.889387400000004
AZ-2013-1699821,73,3,5,Office Supplies,Binders,70,70,15,8/6/2013,Eloise Mahmood,Bari,Italy,South,Corporate,8/10/2013,Economy,16.8718715,41.1171432
AZ-2013-9012669,28,11,1,Office Supplies,Supplies,17,17,11,9/2/2013,Charlie Horrocks,Siegen,Germany,Central,Consumer,9/5/2013,Priority,8.0209591,50.8838492
AZ-2014-5901455,71,28,2,Technology,Accessories,43,43,56,5/9/2014,Georgina Fuller,London,United Kingdom,North,Consumer,5/13/2014,Economy,-0.12775830000000002,51.5073509
AZ-2013-6147985,86,37,8,Office Supplies,Labels,49,49,296,8/16/2013,Rachel Tyler,Castrop-Rauxel,Germany,Central,Corporate,8/20/2013,Economy,7.3150145,51.5632625
AZ-2011-2777408,102,35,2,Office Supplies,Storage,67,67,70,3/1/2011,Maya Summers,Bochum,Germany,Central,Home Office,3/4/2011,Economy Plus,7.216236299999999,51.4818445
AZ-2014-5363417,429,17,3,Furniture,Chairs,412,412,51,8/22/2014,Bianca Crisp,Sunderland,United Kingdom,North,Home Office,8/28/2014,Economy,-1.383801,54.90686899999999
BN-2014-7173798,97,-62,2,Office Supplies,Appliances,159,159,-124,9/11/2014,Bianca Crisp,Helmond,Netherlands,Central,Home Office,9/15/2014,Economy,5.657009599999999,51.479254700000006
AZ-2012-3700237,52,26,2,Office Supplies,Envelopes,26,26,52,12/29/2012,Archie Springfield,Nice,France,Central,Home Office,1/2/2013,Economy,7.261953200000001,43.710172799999995
AZ-2014-6264387,359,-338,5,Furniture,Bookcases,697,697,-1690,6/10/2014,Zoe Lanigan,Stockholm,Sweden,North,Corporate,6/15/2014,Economy,18.068580800000003,59.3293235
AZ-2014-4871918,125,49,1,Furniture,Bookcases,76,76,49,8/4/2014,David Harney,Madrid,Spain,South,Corporate,8/10/2014,Economy,-3.7037902000000003,40.4167754
AZ-2012-451470,719,273,11,Technology,Phones,446,446,3003,8/29/2012,Amy Nixon,Vienna,Austria,Central,Consumer,8/31/2012,Priority,16.3738189,48.208174299999996
AZ-2014-8864215,83,6,6,Office Supplies,Supplies,77,77,36,9/13/2014,Molly Bidmead,Madrid,Spain,South,Home Office,9/14/2014,Priority,-3.7037902000000003,40.4167754
AZ-2011-3963408,151,5,3,Furniture,Furnishings,146,146,15,11/26/2011,Eva Butler,Velbert,Germany,Central,Corporate,12/1/2011,Economy,7.042677499999999,51.3370703
AZ-2013-9773289,58,13,3,Office Supplies,Art,45,45,39,9/21/2013,Skye Hammond,Teramo,Italy,South,Corporate,9/23/2013,Priority,13.6986639,42.661143100000004
BN-2012-5288178,87,-42,3,Office Supplies,Storage,129,129,-126,8/21/2012,Anna Moreton,Porto,Portugal,South,Corporate,8/28/2012,Economy,-8.6291053,41.1579438
AZ-2012-3487079,305,21,8,Technology,Accessories,284,284,168,11/16/2012,Owen Howell,Auxerre,France,Central,Home Office,11/18/2012,Economy Plus,3.573781,47.798202
AZ-2011-2905039,1234,370,3,Furniture,Chairs,864,864,1110,12/6/2011,Andres Woodruff,Firminy,France,Central,Home Office,12/11/2011,Economy,4.287617,45.387638
AZ-2011-8245903,63,14,5,Office Supplies,Binders,36,49,70,12/9/2011,Ethel Cole,Lunel,France,Central,Home Office,12/10/2011,Priority,4.135366,43.67445
BN-2014-8046775,200,-60,4,Furniture,Bookcases,260,260,-240,4/15/2014,Louis Dominguez,Toulouse,France,Central,Corporate,4/21/2014,Economy,1.444209,43.604652
AZ-2014-8101198,742,198,2,Furniture,Bookcases,544,544,396,6/9/2014,Charlie Donnelly,London,United Kingdom,North,Consumer,6/12/2014,Priority,-0.12775830000000002,51.5073509
BN-2011-5662753,180,-90,7,Office Supplies,Binders,270,270,-630,12/1/2011,Caleb Kenyon,Stockholm,Sweden,North,Corporate,12/3/2011,Priority,18.068580800000003,59.3293235
BN-2013-5190964,378,185,1,Technology,Copiers,193,193,185,8/24/2013,Angus Gether,Gera,Germany,Central,Consumer,8/29/2013,Economy,12.080720300000001,50.8850706
AZ-2014-2419598,244,47,9,Office Supplies,Supplies,19,197,423,11/12/2014,Minnie Cash,Dijon,France,Central,Corporate,11/14/2014,Economy Plus,5.04148,47.322047
AZ-2011-1967754,132,54,5,Office Supplies,Art,78,78,270,11/22/2011,Alta Nokes,Augsburg,Germany,Central,Home Office,11/29/2011,Economy,10.897789999999999,48.3705449
AZ-2012-7579239,160,80,3,Office Supplies,Storage,80,80,240,11/22/2012,Stacy Cummings,Genk,Belgium,Central,Consumer,11/24/2012,Priority,5.5021,50.96613
AZ-2014-4346443,108,25,2,Office Supplies,Art,83,83,50,10/13/2014,Demi Power,Paris,France,Central,Consumer,10/17/2014,Economy,2.3522218999999995,48.856614
AZ-2011-5357101,495,233,2,Technology,Accessories,262,262,466,1/21/2011,Noah Chamberlain,Bielefeld,Germany,Central,Consumer,1/26/2011,Economy,8.5324708,52.0302285
BN-2013-6854769,122,-7,3,Furniture,Chairs,129,129,-21,7/12/2013,Adam Gibbs,Tallaght,Ireland,North,Corporate,7/19/2013,Economy,-6.3665880999999995,53.28659029999999
AZ-2012-3052351,88,-41,2,Technology,Phones,129,129,-82,9/14/2012,Laura Akhtar,Sesto San Giovanni,Italy,South,Consumer,9/18/2012,Economy,9.2256875,45.5328245
AZ-2014-6391866,1120,199,6,Office Supplies,Storage,921,921,1194,9/15/2014,James Bruns,Coulommiers,France,Central,Consumer,9/21/2014,Economy,3.083497,48.813071
AZ-2012-9884785,230,21,6,Office Supplies,Envelopes,209,209,126,6/4/2012,Jason Roger,Grigny,France,Central,Corporate,6/8/2012,Economy,2.385166,48.656473
AZ-2013-6417949,148,34,4,Office Supplies,Envelopes,114,114,136,5/16/2013,Nicole Carr,Bremen,Germany,Central,Consumer,5/20/2013,Economy Plus,8.8016937,53.07929620000001
AZ-2013-7312557,53,15,2,Office Supplies,Art,38,38,30,10/17/2013,Lucas Wood,Chesterfield,United Kingdom,North,Corporate,10/22/2013,Economy Plus,-1.421629,53.235048
BN-2014-388260,296,-225,11,Office Supplies,Storage,521,521,-2475,8/7/2014,Archer Hort,Dublin,Ireland,North,Consumer,8/12/2014,Economy,-6.2603097000000005,53.34980529999999
AZ-2014-1665836,138,3,2,Technology,Accessories,135,135,6,12/9/2014,Philip Newsom,Halle,Germany,Central,Corporate,12/12/2014,Economy Plus,11.968802900000002,51.4969802
AZ-2011-8128467,104,19,2,Office Supplies,Binders,85,85,38,12/15/2011,Thomas Stephens,Marly-le-Roi,France,Central,Corporate,12/20/2011,Economy,2.097727,48.868389
AZ-2012-1667717,84,3,3,Office Supplies,Art,81,81,9,6/13/2012,Alfonso Gomez,San Sebastian,Spain,South,Corporate,6/15/2012,Economy Plus,-1.9812313000000001,43.318334
AZ-2011-5023465,90,21,3,Office Supplies,Art,69,69,63,9/28/2011,Samuel Hardey,Valencia,Spain,South,Home Office,9/30/2011,Economy Plus,-0.37628809999999996,39.4699075
AZ-2014-1627961,29,1,3,Office Supplies,Labels,28,28,3,4/24/2014,Geraldine Mizelle,Mannheim,Germany,Central,Corporate,4/28/2014,Economy,8.4660395,49.4874592
AZ-2013-7006119,91,15,2,Office Supplies,Art,76,76,30,6/17/2013,Lily Tyler,Leeds,United Kingdom,North,Home Office,6/20/2013,Economy Plus,-1.5490774,53.8007554
AZ-2012-7356615,214,73,7,Office Supplies,Paper,141,141,511,7/25/2012,Noah Hart,London,United Kingdom,North,Consumer,7/30/2012,Economy,-0.12775830000000002,51.5073509
AZ-2014-995232,511,194,3,Furniture,Chairs,317,317,582,3/25/2014,Elijah Sodeman,Brighton,United Kingdom,North,Consumer,3/31/2014,Economy,-0.137163,50.82253
BN-2013-3574663,18,-18,4,Office Supplies,Labels,36,36,-72,9/12/2013,Anthony Spooner,Bergen op Zoom,Netherlands,Central,Corporate,9/15/2013,Economy Plus,4.2871622,51.4945758
BN-2014-2460712,50,-17,2,Office Supplies,Art,67,67,-34,1/8/2014,Darcy St George,Roosendaal,Netherlands,Central,Corporate,1/13/2014,Economy,4.465321299999999,51.535849
AZ-2012-1128813,852,180,2,Furniture,Chairs,672,672,360,3/5/2012,Hayden Perkins,Vanves,France,Central,Consumer,3/9/2012,Economy Plus,2.288405,48.822484
